epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,15496.5,0.38803,0.4884,0.92422,0.92378,0.99514,0.97119,0.95061,0.2606,0.39037,0.83324,0.000406,0.000406,0.000406
32,15988.8,0.38364,0.46999,0.9238,0.92157,0.99335,0.97606,0.95135,0.24975,0.38843,0.82391,0.0003862,0.0003862,0.0003862
33,16493.2,0.37189,0.46939,0.91082,0.94614,0.97665,0.97605,0.95189,0.25997,0.36946,0.82704,0.0003664,0.0003664,0.0003664
34,16998.8,0.36999,0.46519,0.90577,0.92611,0.99674,0.97207,0.95526,0.227,0.36836,0.81981,0.0003466,0.0003466,0.0003466
35,17501.9,0.35803,0.43529,0.90772,0.94246,0.9902,0.9825,0.96619,0.23887,0.33941,0.82449,0.0003268,0.0003268,0.0003268
36,18003.4,0.36019,0.43662,0.90877,0.92576,0.98332,0.97301,0.95359,0.23229,0.37166,0.8217,0.000307,0.000307,0.000307
37,18509.6,0.36818,0.4494,0.91744,0.92216,0.98962,0.97366,0.95193,0.25145,0.35907,0.84069,0.0002872,0.0002872,0.0002872
38,19010.7,0.35934,0.43323,0.9085,0.93676,0.9832,0.96961,0.95418,0.22528,0.32967,0.8228,0.0002674,0.0002674,0.0002674
39,19513.7,0.34237,0.39959,0.90426,0.93525,0.99561,0.97681,0.95745,0.23279,0.32764,0.82329,0.0002476,0.0002476,0.0002476
40,20012.2,0.36249,0.42086,0.91382,0.93007,0.99067,0.96978,0.95101,0.22194,0.33581,0.81782,0.0002278,0.0002278,0.0002278
41,20587.5,0.22722,0.30604,0.80046,0.92667,0.98837,0.97181,0.95422,0.23398,0.34064,0.81785,0.000208,0.000208,0.000208
42,21313,0.2284,0.28264,0.78767,0.92593,1,0.97815,0.96094,0.21651,0.32371,0.81326,0.0001882,0.0001882,0.0001882
43,21931.4,0.23131,0.28653,0.79805,0.94318,0.96916,0.97809,0.95987,0.23565,0.3394,0.81839,0.0001684,0.0001684,0.0001684
44,22453.7,0.2209,0.27276,0.796,0.93515,0.9973,0.97832,0.96062,0.22001,0.31209,0.81075,0.0001486,0.0001486,0.0001486
45,22970.6,0.21761,0.26951,0.80117,0.93972,0.99775,0.98803,0.97128,0.21917,0.29866,0.81069,0.0001288,0.0001288,0.0001288
46,23487.2,0.21385,0.26747,0.79426,0.93946,1,0.98821,0.97718,0.21881,0.29847,0.81361,0.000109,0.000109,0.000109
47,24009.8,0.20986,0.2564,0.79489,0.93933,0.99503,0.98707,0.9767,0.22184,0.28646,0.81938,8.92e-05,8.92e-05,8.92e-05
48,24502.1,0.20406,0.24695,0.79512,0.95194,0.98196,0.98382,0.97333,0.20862,0.27512,0.81705,6.94e-05,6.94e-05,6.94e-05
49,24992.1,0.20235,0.24253,0.78769,0.93772,0.99868,0.9781,0.96517,0.20964,0.27642,0.81579,4.96e-05,4.96e-05,4.96e-05
50,25490.6,0.1969,0.2384,0.78896,0.94833,0.98596,0.97986,0.96753,0.20491,0.2768,0.81195,2.98e-05,2.98e-05,2.98e-05
